seconds_after_operational,left_raw_i16,right_raw_i16,status_hex
48.080534,0,-381,14211421
48.130543,0,-504,14211421
48.180550,0,-606,14211421
48.230568,0,-576,14211421
48.280575,0,-492,14211421
48.330588,0,-404,14211421
48.380597,0,-318,14211421
48.430607,0,-225,14211421
48.480618,0,-148,14211421
48.530625,0,-17,14211421
48.580639,0,0,14211421
48.630647,0,-142,14211421
48.680655,0,-354,14211421
48.730666,0,-619,14211421
48.780680,0,-721,14211421
48.830688,0,-661,14211421
48.880698,0,-567,14211421
48.930710,1,-472,14211421
48.980719,0,-379,14211421
49.030730,0,-283,14211421
49.080743,0,-194,14211421
49.130752,0,-76,14211421
49.180763,0,30,14211421
49.230771,0,-39,14211421
49.280785,0,-220,14211421
49.330792,0,-533,14211421
49.380808,0,-723,14211421
49.430815,0,-708,14211421
49.480825,0,-616,14211421
49.530836,0,-519,14211421
49.580848,0,-424,14211421
49.630855,0,-333,14211421
49.680869,0,-245,14211421
49.730878,0,-146,14211421
49.780884,0,-88,14211421
49.830902,0,0,14211421
49.880908,0,-84,14211421
49.930919,0,-298,14211421
49.980929,0,-458,14211421
50.030940,0,-698,14211421
50.081010,0,-752,14211421
50.131017,0,-667,14211421
50.181032,0,-576,14211421
50.231039,0,-485,14211421
50.281049,0,-395,14211421
50.331057,0,-301,14211421
50.381072,0,-207,14211421
50.431080,0,-40,14211421
50.481089,0,-26,14211421
